key,team,kind,class,supportType,label,weapon,secondaryWeapon,hp,speed,size,sight,rotationSpeed,cost,color,driveType,armor_front,armor_side,armor_rear,turret_speed,turret_accel,hullTurnAccel,crew,year,rwm_ref,w_type,w_fire,w_range,w_damage,w_cooldown,w_accuracy,w_supp,w_pen,w_blast
german_flak18,german,88mm_flak,support,,Deutsche 88mm FlaK-36 L/56,rwm_german_flak18,,360,0.6,0.65,20,4,7,#6a7280,,40,34,28,3,1.5,,,1939,Deutsche 88mm FlaK-36 L/56,aa,direct,90,450,2.5,0.72,18,180,0
german_37mm,german,37mm_flak,support,,FlaK-37 L/98 (37mm),rwm_german_37mm,,180,0.6,0.65,20,4,4,#6a7280,,40,34,28,3,1.5,,,1939,FlaK-37 L/98 (37mm),aa,direct,90,72,0.33,0.72,18,22,0
german_20mmaa,german,20mm_flak_38,support,,Flak-38 (20mm),rwm_german_20mmaa,,180,1.62,0.65,20,4,4,#6a7280,,40,34,28,3,1.5,,,1939,Flak-38 (20mm),aa,direct,76,59,0.3,0.72,18,18,0
german_mebel,german,moebelwagen_37mm,support,,"Flakpanzer IV Moebelwagen (3,7-cm-Flak 43)",rwm_german_mebel,,300,4.26,0.65,17,4,6,#6a7280,,50,43,35,3,1.5,,7,1939,"Flakpanzer IV Moebelwagen (3,7-cm-Flak 43)",aa,direct,50,110,0.3,0.72,18,33,0
german_mebel_2,german,moebelw_37mm,support,,Flakpanzer IV Moebelwagen (37mm Flak 43),rwm_german_mebel_2,,300,4.26,0.65,17,4,6,#6a7280,,50,43,35,3,1.5,,7,1939,Flakpanzer IV Moebelwagen (37mm Flak 43),aa,direct,50,110,0.3,0.72,18,33,0
german_20mm_moebelw,german,moebelw_20mm,support,,"Flakpanzer IV Moebelwagen(4x20mm Flak-38)
*name Flakpanzer IV Moebelwagen(4x20mm Flak-38)
shortname",rwm_german_20mm_moebelw,,300,4.26,0.65,17,4,6,#6a7280,,50,43,35,3,1.5,,5,1939,"Flakpanzer IV Moebelwagen(4x20mm Flak-38)
*name Flakpanzer IV Moebelwagen(4x20mm Flak-38)
shortname",aa,direct,51,65,0.3,0.72,18,20,0
german_wirdelowind,german,wirbelwind,support,,Flakpanzer IV Wirbelwind (4x20mm Flak-38),rwm_german_wirdelowind,,330,4.26,0.65,17,4,7,#6a7280,,50,43,35,3,1.5,,5,1939,Flakpanzer IV Wirbelwind (4x20mm Flak-38),aa,direct,51,65,0.3,0.72,18,20,0
german_20mmquad,german,20mmquad,support,,Flakvierling-38 (4x20mm),rwm_german_20mmquad,,180,0.63,0.65,20,4,4,#6a7280,,40,34,28,3,1.5,,,1939,Flakvierling-38 (4x20mm),aa,direct,76,59,0.3,0.72,18,18,0
german_aatruck,german,opel_flak,support,,Opel Blitz 3.6 (20mm Flakvierling-38),rwm_german_aatruck,,66,6.6,0.65,19,4,2,#6a7280,,8,7,6,3,1.5,,4,1939,Opel Blitz 3.6 (20mm Flakvierling-38),aa,direct,49,65,0.3,0.72,18,20,0
german_mobzen,german,7_1_flak,support,,Sd.Kfz. 7/1 (20mm Flakvierling-38),rwm_german_mobzen,,72,6.6,0.65,19,4,2,#6a7280,,8,7,6,3,1.5,,4,1939,Sd.Kfz. 7/1 (20mm Flakvierling-38),aa,direct,48,65,0.3,0.72,18,20,0
german_37,german,7_2_flak,support,,Sd.Kfz. 7/2 (37mm Flak-43),rwm_german_37,,72,6.6,0.65,19,4,2,#6a7280,,8,7,6,3,1.5,,4,1939,Sd.Kfz. 7/2 (37mm Flak-43),aa,direct,50,110,0.3,0.72,18,33,0
german_gjeep,german,sd_kfz_221,vehicle,,"Sd.Kfz. 221 (MG-34 7,92mm)",rwm_german_gjeep,,60,8.91,0.9,18,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,2,1940,"Sd.Kfz. 221 (MG-34 7,92mm)",gun,direct,39,55,0.3,0.68,8,17,0
german_20mm_sdkfz222,german,sd_kfz_222,vehicle,,Sd.Kfz. 222 (20mm KwK30 L/55),rwm_german_20mm_sdkfz222,,60,8.91,0.9,18,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,2,1940,Sd.Kfz. 222 (20mm KwK30 L/55),gun,direct,48,65,0.3,0.68,8,20,0
german_shiauto,german,sd_kfz_231,vehicle,,Sd.Kfz. 231 8-Rad (20mm KwK38 L/55),rwm_german_shiauto,,150,9,0.9,19,1.4,4,#6a7280,tracked,50,43,35,3,1.5,0.9,4,1940,Sd.Kfz. 231 8-Rad (20mm KwK38 L/55),gun,direct,48,65,0.3,0.68,8,20,0
german_sdkfz232,german,sd_kfz_232_8,vehicle,,Sd.Kfz. 232 8-Rad (20mm KwK38 L/55),rwm_german_sdkfz232,,150,9,0.9,19,1.4,4,#6a7280,tracked,50,43,35,3,1.5,0.9,4,1940,Sd.Kfz. 232 8-Rad (20mm KwK38 L/55),gun,direct,48,65,0.3,0.68,8,20,0
german_puma,german,puma,vehicle,,Sd.Kfz. 234/2 PUMA (50mm KwK 39/1 L/60),rwm_german_puma,,150,9,0.9,18,1.4,4,#6a7280,tracked,50,43,35,3,1.5,0.9,4,1941,Sd.Kfz. 234/2 PUMA (50mm KwK 39/1 L/60),gun,direct,55,450,4,0.68,8,135,0
german_greif,german,sd_kfz_250_1,vehicle,,Sd.Kfz. 250/1 (MG-34 7.92mm),rwm_german_greif,,60,6.93,0.9,19,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,2,1940,Sd.Kfz. 250/1 (MG-34 7.92mm),gun,direct,41,55,0.3,0.68,8,17,0
german_sdkfz250_20mm,german,sd_kfz_250_9,vehicle,,Sd.Kfz. 250/9 le. Spw (20mm KwK38 L/55),rwm_german_sdkfz250_20mm,,60,6.93,0.9,19,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,2,1940,Sd.Kfz. 250/9 le. Spw (20mm KwK38 L/55),gun,direct,48,65,0.3,0.68,8,20,0
german_kette,german,sd_kfz_251,vehicle,,Sd.Kfz. 251 SPW (MG-34 7.92mm),rwm_german_kette,,60,6.6,0.9,19,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,2,1940,Sd.Kfz. 251 SPW (MG-34 7.92mm),gun,direct,41,60,0.3,0.68,8,18,0
german_sdkfz_251_10,german,sd_kfz_251_10,vehicle,,Sd.Kfz. 251/10 (Pak 35/36 37mm),rwm_german_sdkfz_251_10,,60,6.6,0.9,19,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,5,1936,Sd.Kfz. 251/10 (Pak 35/36 37mm),gun,direct,50,110,3,0.68,8,33,0
german_kette_2,german,251_flamer,vehicle,,Sd.Kfz. 251/16 mitt. Flammpanzerwagen(Flammwerfer 42),rwm_german_kette_2,,60,6.6,0.9,19,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,5,1940,Sd.Kfz. 251/16 mitt. Flammpanzerwagen(Flammwerfer 42),gun,direct,24,70,0.3,0.68,8,21,0
german_sdkfz251_22,german,75mm_ht,vehicle,,Sd.Kfz. 251/22 (75mm Pak-40 L/48),rwm_german_sdkfz251_22,,60,6.6,0.9,17,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,5,1942,Sd.Kfz. 251/22 (75mm Pak-40 L/48),gun,direct,64,450,4.5,0.68,8,180,0
german_greif2,german,infantrygun,vehicle,,Sd.Kfz. 251/9 (75mm KwK37 L/24),rwm_german_greif2,,60,6.6,0.9,17,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,4,1940,Sd.Kfz. 251/9 (75mm KwK37 L/24),gun,direct,52,400,4.25,0.68,8,120,0
german_bron,german,sd_kfz_231,vehicle,,Sd.Kfz.231 6-Rad (20mm KwK30 L/55),rwm_german_bron,,60,9,0.9,18,1.4,2,#6a7280,tracked,15,13,11,3,1.5,0.9,4,1940,Sd.Kfz.231 6-Rad (20mm KwK30 L/55),gun,direct,48,65,0.3,0.68,8,20,0
german_d_para_pzfst,german,d_para_pzfst,support,,Fallschirmjaeger (Panzerfaust 100),rwm_german_d_para_pzfst,,54,2.64,0.65,20,4,2,#6a7280,,100,85,70,,,,,1943,Fallschirmjaeger (Panzerfaust 100),at,direct,38,450,5,0.82,10,180,0
german_a_4,german,german_37mm_pak_atg_in_house_simulation,support,,German 37mm Pak (ATG in house simulation),rwm_german_a_4,,60,0.99,0.65,11,4,2,#6a7280,,100,85,70,,,,,1936,German 37mm Pak (ATG in house simulation),at,direct,50,40,2.2,0.82,10,12,0
german_gun45nem,german,50mm_pak,support,,PAK-38 L/60 (50mm),,,270,1.25,0.65,20,4,6,#6a7280,,40,34,28,,,,,1941,PAK-38 L/60 (50mm),at,none,,,,,,,
german_gunp40,german,75mm_pak,support,,PAK-40 L/46 (75mm),,,270,0.6,0.65,20,4,6,#6a7280,,40,34,28,,,,,1942,PAK-40 L/46 (75mm),at,none,,,,,,,
german_pak43,german,pak_43,support,,PaK-43 L/71 (88mm),,,360,0.6,0.65,20,4,7,#6a7280,,40,34,28,,,,,1943,PaK-43 L/71 (88mm),at,none,,,,,,,
german_dfaus,german,pzfst100,support,,Panzerjaeger (Panzerfaust 100),rwm_german_dfaus,,60,1.65,0.65,20,4,2,#6a7280,,100,85,70,,,,,1943,Panzerjaeger (Panzerfaust 100),at,direct,38,450,5,0.82,10,180,0
german_pueppchen,german,pueppchen,support,,RPzB 43 Pueppchen (88mm),,,90,1.72,0.65,20,4,3,#6a7280,,40,34,28,,,,,1943,RPzB 43 Pueppchen (88mm),at,none,,,,,,,
german_volks_gun,german,d_volks_pzfst,support,,"Volkssturm (Kar-98k 7,92mm & PzFst-100)",rwm_german_volks_gun,,30,1.45,0.65,18,4,2,#6a7280,,100,85,70,,,,,1943,"Volkssturm (Kar-98k 7,92mm & PzFst-100)",at,direct,38,100,2.5,0.82,10,30,0
german_volks_at,german,d_volks_at,support,,Volkssturm (Pzfst-60 & Brandflasche),rwm_german_volks_at,,30,1.45,0.65,18,4,2,#6a7280,,100,85,70,,,,,1943,Volkssturm (Pzfst-60 & Brandflasche),at,direct,35,450,5,0.82,10,180,0
german_dfaus_2,german,sspzschreck,support,,Waffen-SS Grenadier (Panzerschreck 88mm),rwm_german_dfaus_2,,54,2.64,0.65,20,4,2,#6a7280,,100,85,70,,,,,1943,Waffen-SS Grenadier (Panzerschreck 88mm),at,direct,44,450,6,0.82,10,180,0
german_horch108,german,horch_180,vehicle,,Horch 180 Typ 40,,,60,9,0.9,12,3,2,#6a7280,wheeled,25,21,18,,,2.5,2,1939,Horch 180 Typ 40,gun,none,,,,,,,
german_vwkubel,german,vw_kuebel,vehicle,,Kfz. 1 VW Typ 82 Kuebelwagen,,,42,9,0.9,17,3,2,#6a7280,wheeled,50,43,35,,,2.5,1,1939,Kfz. 1 VW Typ 82 Kuebelwagen,gun,none,,,,,,,
german_bike,german,d_motorcycle,vehicle,,Kradschuetze KS-750 (7.62mm MG-34),rwm_german_bike,,30,9,0.9,25,3,2,#6a7280,wheeled,20,17,14,,,2.5,2,1939,Kradschuetze KS-750 (7.62mm MG-34),gun,direct,47,55,0.3,0.68,8,17,0
german_2593sumida,german,kettenkrad,vehicle,,Sd.Kfz. 2 Kettenkrad,,,60,9,0.9,16,3,2,#6a7280,wheeled,50,43,35,,,2.5,1,1939,Sd.Kfz. 2 Kettenkrad,gun,none,,,,,,,
german_vw_schwimm,german,vw_schwimmer,vehicle,,Volkswagen Typ 166 Schwimmwagen,,,42,9,0.9,17,3,2,#6a7280,wheeled,50,43,35,,,2.5,1,1939,Volkswagen Typ 166 Schwimmwagen,gun,none,,,,,,,
german_dcrew,german,g_crew,infantry,,Besatzung (MP-40 9mm),rwm_german_dcrew,,30,1.65,0.5,18,8,2,#6a7280,,0,0,0,,,,,1939,Besatzung (MP-40 9mm),gun,direct,32,55,0.3,0.68,8,0,0
german_pilot,german,gpilot,infantry,,Flugzeugfuehrer (Walther P-38 9mm),rwm_german_pilot,,60,1.98,0.5,18,8,2,#6a7280,,0,0,0,,,,,1939,Flugzeugfuehrer (Walther P-38 9mm),gun,direct,32,60,0.73,0.68,8,0,0
german_flak88,german,flak_88klf,support,,Deutsche 88mm FlaK-36 L/56 (Kreuzlafette),rwm_german_flak88,,360,0.6,0.65,20,4,7,#6a7280,,0,0,0,,,,,1939,Deutsche 88mm FlaK-36 L/56 (Kreuzlafette),gun,direct,90,450,2.5,0.68,8,0,0
german_static_hmg_new,german,mg_34,support,,"MG-34 auf Feldlafette (7,92mm)",,,30,1.65,0.65,19,4,2,#6a7280,,0,0,0,,,,,1939,"MG-34 auf Feldlafette (7,92mm)",gun,none,,,,,,,
german_pantherturm,german,pantherturm,support,,Pantherturm (75mm KwK42 L/70),rwm_german_pantherturm,,450,1.65,0.65,20,4,9,#6a7280,,0,0,0,,,,3,1943,Pantherturm (75mm KwK42 L/70),gun,direct,64,450,4.5,0.68,8,0,0
german_agit_sdkfs222,german,krupp_protze,support,supply,Kfz 81 Krupp Protze L2H143,,,96,9,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Kfz 81 Krupp Protze L2H143,gun,none,,,,,,,
german_einheitsdiesel,german,diesel,support,supply,Kfz. 61 Einheitsdiesel 1937,,,96,8.58,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Kfz. 61 Einheitsdiesel 1937,gun,none,,,,,,,
german_opel_blitz,german,blitz,support,supply,Opel Blitz 3.6,,,96,8.58,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Opel Blitz 3.6,gun,none,,,,,,,
german_sdkfz_10,german,sd_kfz_10,support,supply,Sd.Kfz. 10 leichter Zugkraftwagen (1t),,,168,6.6,0.65,12,4,4,#6a7280,,0,0,0,,,,2,1939,Sd.Kfz. 10 leichter Zugkraftwagen (1t),gun,none,,,,,,,
german_sdkfz11_t,german,sd_kfz_11,support,supply,Sd.Kfz. 11 leichter Zugkraftwagen (3t),,,144,7.26,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Sd.Kfz. 11 leichter Zugkraftwagen (3t),gun,none,,,,,,,
german_flakgus,german,opel_maultier,support,supply,Sd.Kfz. 3 Opel Maultier (2t),,,144,8.58,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Sd.Kfz. 3 Opel Maultier (2t),gun,none,,,,,,,
german_flakgum,german,maultier_sani,support,supply,Sd.Kfz. 3 Opel Maultier (Feldlazarett),,,144,8.58,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Sd.Kfz. 3 Opel Maultier (Feldlazarett),gun,none,,,,,,,
german_gtruck,german,sdkfz_7,support,supply,Sd.Kfz. 7 mittlerer Zugkraftwagen (8t),,,168,6.6,0.65,12,4,4,#6a7280,,0,0,0,,,,2,1939,Sd.Kfz. 7 mittlerer Zugkraftwagen (8t),gun,none,,,,,,,
german_d_rso,german,rso,support,supply,Steyr Raupenschlepper Ost (RSO),,,120,6.27,0.65,12,4,3,#6a7280,,0,0,0,,,,2,1939,Steyr Raupenschlepper Ost (RSO),gun,none,,,,,,,
german_lefeldg,german,sfh18_15cm,support,,150mmm schwere Feldhaubitze 18 L/30,,,300,0.6,0.65,20,4,6,#6a7280,,0,0,0,,,,,1939,150mmm schwere Feldhaubitze 18 L/30,mortar,none,,,,,,,
german_k18_170mm,german,170mm,support,,170mm K 18 L/50,,,360,0.6,0.65,20,4,7,#6a7280,,0,0,0,,,,,1939,170mm K 18 L/50,mortar,none,,,,,,,
german_nebel,german,nebel_flamm,support,,28/32cm Nebelwerfer 41 (6x 32-cm-WK-Flamm),,,150,1.39,0.65,20,4,4,#6a7280,,0,0,0,,,,,1939,28/32cm Nebelwerfer 41 (6x 32-cm-WK-Flamm),mortar,none,,,,,,,
german_75mm_ig18,german,75mm_le_ig_18,support,,75mm leichtes IG 18,,,270,1.62,0.65,20,4,6,#6a7280,,0,0,0,,,,,1939,75mm leichtes IG 18,mortar,none,,,,,,,
german_mortar,german,d_moerser,support,,Deutscher 80mm Granatwerfer GrW34,,,36,1.65,0.65,17,4,2,#6a7280,,0,0,0,,,,,1939,Deutscher 80mm Granatwerfer GrW34,mortar,none,,,,,,,
german_nebel_2,german,nebelwerfer,support,,Nebelwerfer 41 (6x 150mm Rockets),,,150,1.39,0.65,20,4,4,#6a7280,,0,0,0,,,,,1939,Nebelwerfer 41 (6x 150mm Rockets),mortar,none,,,,,,,
german_nebelverfer,german,nebel,support,,SF(SD.KFZ.4/1) Nebelwerfer,,,180,4.95,0.65,12,4,4,#6a7280,,0,0,0,,,,4,1939,SF(SD.KFZ.4/1) Nebelwerfer,mortar,none,,,,,,,
german_sig33,german,sig33,support,,SIG 33 L/12 (150mm Infanteriegeschuetz),,,150,0.6,0.65,20,4,4,#6a7280,,0,0,0,,,,,1939,SIG 33 L/12 (150mm Infanteriegeschuetz),mortar,none,,,,,,,
german_wespe,german,wespe,support,,Sd.Kfz. 124 Wespe (105mm leFH 18 L/28),,,132,4.62,0.65,17,4,3,#6a7280,,0,0,0,,,,4,1939,Sd.Kfz. 124 Wespe (105mm leFH 18 L/28),mortar,none,,,,,,,
german_hummel,german,hummel,support,,Sd.Kfz. 165 Hummel (150mm Haub18 L/30),,,288,4.59,0.65,17,4,6,#6a7280,,0,0,0,,,,5,1939,Sd.Kfz. 165 Hummel (150mm Haub18 L/30),mortar,none,,,,,,,
german_fuss,german,stukazufuss,support,,Sd.Kfz.251 schwerer Wurfrahmen 40,,,60,4.95,0.65,14,4,2,#6a7280,,0,0,0,,,,4,1939,Sd.Kfz.251 schwerer Wurfrahmen 40,mortar,none,,,,,,,
german_brum,german,stupz_iv,support,,StuPz IV Brummbaer (150mm StuH43 L/12),rwm_german_brum,,360,3.96,0.65,8,4,7,#6a7280,,0,0,0,,,,5,1939,StuPz IV Brummbaer (150mm StuH43 L/12),mortar,indirect,76,450,6,0.5,16,0,38
german_stuh42,german,stuh_42,support,,Sturmhaubitze 42 (105mm StuH42 L/28),rwm_german_stuh42,,330,4.59,0.65,8,4,7,#6a7280,,0,0,0,,,,4,1939,Sturmhaubitze 42 (105mm StuH42 L/28),mortar,indirect,64,450,2.5,0.5,16,0,38
german_sturm,german,sturmtiger,support,,Sturmtiger (380mm StuM RW61 L/5.4),rwm_german_sturm,,700,3.96,0.65,8,4,12,#6a7280,,0,0,0,,,,5,1942,Sturmtiger (380mm StuM RW61 L/5.4),mortar,indirect,90,450,6,0.5,16,0,38
german_gun_gn1,german,105mm,support,,leichte Feldhaubitze 18 (105mm L/28),,,210,0.6,0.65,20,4,5,#6a7280,,0,0,0,,,,,1939,leichte Feldhaubitze 18 (105mm L/28),mortar,none,,,,,,,
german_krepost_150mm_gun,german,d_lfk18_75mm,support,,leichte Feldkanone 18 (75mm L/26),,,270,0.6,0.65,20,4,6,#6a7280,,0,0,0,,,,,1939,leichte Feldkanone 18 (75mm L/26),mortar,none,,,,,,,
german_300mm_mortira,german,s_i_g_33,support,,s.I.G. 33 auf Pz. I B (150mm L/12)(indirect fire),,,120,3.3,0.65,8,4,3,#6a7280,,0,0,0,,,,4,1939,s.I.G. 33 auf Pz. I B (150mm L/12)(indirect fire),mortar,none,,,,,,,
german_300mm_mortira_2,german,s_i_g_33,support,,s.I.G. 33 auf Pz. I B (150mm sIG33 L/12),rwm_german_300mm_mortira_2,,120,3.3,0.65,8,4,3,#6a7280,,0,0,0,,,,4,1939,s.I.G. 33 auf Pz. I B (150mm sIG33 L/12),mortar,indirect,77,450,6,0.5,16,0,38
german_v2base,german,v2,support,,V2-STARTRAMPE,,,48,1.65,0.65,18,4,2,#6a7280,,0,0,0,,,,0,1940,V2-STARTRAMPE,gun,none,,,,,,,
german_p_fw190_f8,german,d_fw190_f_8,aircraft,,FW 190 F-8 Jagdbomber (1x 250kg Bombe),,,270,9,0.65,10,4,6,#6a7280,,0,0,0,,,,1,1940,FW 190 F-8 Jagdbomber (1x 250kg Bombe),gun,none,,,,,,,
german_p_ki76,german,g_storch,aircraft,,Fieseler Fi-156 Storch (light Recon-Plane),,,90,9,0.65,10,4,3,#6a7280,,0,0,0,,,,1,1940,Fieseler Fi-156 Storch (light Recon-Plane),gun,none,,,,,,,
german_p_fw189,german,d_fw_189,aircraft,,Focke Wulf Fw-189 A2 Uhu (Aufklaerer),,,240,9,0.65,10,4,5,#6a7280,,0,0,0,,,,3,1940,Focke Wulf Fw-189 A2 Uhu (Aufklaerer),gun,none,,,,,,,
german_p_fw190,german,fw_190_a_1,aircraft,,Focke-Wulf FW-190 A-1 Jaeger,,,270,9,0.65,10,4,6,#6a7280,,0,0,0,,,,1,1940,Focke-Wulf FW-190 A-1 Jaeger,gun,none,,,,,,,
german_p_fw190d_9,german,fw_190_d_9,aircraft,,Focke-Wulf FW-190 D-9 Jaeger,,,270,9,0.65,10,4,6,#6a7280,,0,0,0,,,,1,1940,Focke-Wulf FW-190 D-9 Jaeger,gun,none,,,,,,,
german_p_li2japan,german,d_he_111,aircraft,,Heinkel He-111 Bomber,,,700,9,0.65,10,4,12,#6a7280,,0,0,0,,,,4,1940,Heinkel He-111 Bomber,gun,none,,,,,,,
german_p_ki27,german,d_hs_129,aircraft,,Henschel HS-129 B-2/R2 (30mm Mk 103),,,300,9,0.65,10,4,6,#6a7280,,0,0,0,,,,1,1940,Henschel HS-129 B-2/R2 (30mm Mk 103),gun,none,,,,,,,
german_p_n1k1,german,hs_129_75mm,aircraft,,Henschel HS-129 B-2/R3 (BK 75mm PaK 40L),,,700,9,0.65,10,4,12,#6a7280,,0,0,0,,,,1,1942,Henschel HS-129 B-2/R3 (BK 75mm PaK 40L),gun,none,,,,,,,
german_p_ju52,german,ju_52,aircraft,,JU-52-TRANSPORTFLUGZEUG,,,660,9,0.65,10,4,12,#6a7280,,0,0,0,,,,4,1940,JU-52-TRANSPORTFLUGZEUG,gun,none,,,,,,,
german_p_ju52_2,german,d_ju_52,aircraft,,Junkers Ju-52 (Tante Ju) Transporter,,,660,9,0.65,10,4,12,#6a7280,,0,0,0,,,,4,1940,Junkers Ju-52 (Tante Ju) Transporter,gun,none,,,,,,,
german_p_ju87_37mm,german,d_stuka,aircraft,,Junkers Ju-87 Rudelstuka (2x37mm),,,300,9,0.65,10,4,6,#6a7280,,0,0,0,,,,2,1940,Junkers Ju-87 Rudelstuka (2x37mm),gun,none,,,,,,,
german_p_ju87,german,d_ju_87,aircraft,,Junkers Ju-87 Stuka (3x250kg Bomben),,,300,9,0.65,10,4,6,#6a7280,,0,0,0,,,,2,1940,Junkers Ju-87 Stuka (3x250kg Bomben),gun,none,,,,,,,
german_p_ju88,german,d_ju_88,aircraft,,Junkers Ju-88 Bomber,,,700,9,0.65,10,4,12,#6a7280,,0,0,0,,,,4,1940,Junkers Ju-88 Bomber,gun,none,,,,,,,
german_p_me_262a_1a,german,me_262a_1a,aircraft,,Me 262A-1a Schwalbe (4x30mm Mk 108),,,270,9,0.65,10,4,6,#6a7280,,0,0,0,,,,1,1940,Me 262A-1a Schwalbe (4x30mm Mk 108),gun,none,,,,,,,
german_p_bf109e,german,d_me_109e,aircraft,,Me-109 E Jagdbomber (1x 250kg Bombe),,,180,9,0.65,10,4,4,#6a7280,,0,0,0,,,,1,1940,Me-109 E Jagdbomber (1x 250kg Bombe),gun,none,,,,,,,
german_p_bf109,german,d_me_109f,aircraft,,Me-109 F Jaeger,,,180,9,0.65,10,4,4,#6a7280,,0,0,0,,,,1,1940,Me-109 F Jaeger,gun,none,,,,,,,
german_p_bf_110,german,bf_110e,aircraft,,Me-110E Jagdbomber (Fighter-Bomber),,,540,9,0.65,10,4,10,#6a7280,,0,0,0,,,,2,1940,Me-110E Jagdbomber (Fighter-Bomber),gun,none,,,,,,,
german_p_me323,german,me_323,aircraft,,Me-323'Gigant'(Transport''Plane),,,360,9,0.65,10,4,7,#6a7280,,0,0,0,,,,6,1940,Me-323'Gigant'(Transport''Plane),gun,none,,,,,,,
german_k_desgerman,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF,,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,1,1939,DEUTSCHES LANDUNGSSCHIFF,gun,none,,,,,,,
german_k_desgerman_2,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (Krads),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,8,1939,DEUTSCHES LANDUNGSSCHIFF (Krads),gun,none,,,,,,,
german_k_desgerman_3,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (Stug40),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,5,1939,DEUTSCHES LANDUNGSSCHIFF (Stug40),gun,none,,,,,,,
german_k_desgerman_4,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (Versorger),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,5,1939,DEUTSCHES LANDUNGSSCHIFF (Versorger),gun,none,,,,,,,
german_k_desgerman_5,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz2),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,5,1939,DEUTSCHES LANDUNGSSCHIFF (pz2),gun,none,,,,,,,
german_k_desgerman_6,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz38),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,5,1939,DEUTSCHES LANDUNGSSCHIFF (pz38),gun,none,,,,,,,
german_k_desgerman_7,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz3fl),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz3fl),gun,none,,,,,,,
german_k_desgerman_8,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz3j),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz3j),gun,none,,,,,,,
german_k_desgerman_9,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz3n),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz3n),gun,none,,,,,,,
german_k_desgerman_10,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz4d),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz4d),gun,none,,,,,,,
german_k_desgerman_11,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz4g),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz4g),gun,none,,,,,,,
german_k_desgerman_12,german,boot,ship,,DEUTSCHES LANDUNGSSCHIFF (pz4h),,,162,3.96,1.6,9,4,4,#6a7280,,0,0,0,,,,4,1939,DEUTSCHES LANDUNGSSCHIFF (pz4h),gun,none,,,,,,,
german_k_katgerman,german,g_boat,ship,,Deutsches Schnellboot S100 (1x37mm 1x20mm),rwm_german_k_katgerman,,360,6.6,1.6,20,4,7,#6a7280,,0,0,0,,,,7,1939,Deutsches Schnellboot S100 (1x37mm 1x20mm),gun,direct,48,65,0.3,0.68,8,0,0
german_k_klaus4,german,klaus,ship,,"KLAUS VON BEVERN, ZERSTÃRER",,,700,1.65,1.6,30,4,12,#6a7280,,0,0,0,,,,31,1939,"KLAUS VON BEVERN, ZERSTÃRER",gun,none,,,,,,,
german_d_g43,german,d_g_43,infantry,,Deutscher Schuetze (Gewehr G-43 7.92mm),rwm_german_d_g43,,30,1.98,0.5,20,8,2,#6a7280,,0,0,0,,,,,1939,Deutscher Schuetze (Gewehr G-43 7.92mm),rifle,direct,45,100,1.25,0.62,6,0,0
